ID,Player,Hero,Kills,Deaths,Assists,LastHits,GPM,XPM,Match,Side,Winner,ELO
12200,demons,jakiro,0,7,4,72,217,242,2040909613,Dire,RADIANT,-82.89
12201,Q,zuus,5,3,20,49,312,296,2040757034,Radiant,RADIANT,51.38
12202,xZ,furion,4,5,16,302,557,469,2040757034,Radiant,RADIANT,51.38
12203,Garder,earth_spirit,0,3,17,56,289,324,2040757034,Radiant,RADIANT,51.38
12204,ShiKi,dragon_knight,13,2,5,197,541,461,2040757034,Radiant,RADIANT,51.38
12205,Agressif,vengefulspirit,6,5,15,207,506,507,2040757034,Radiant,RADIANT,51.38
12206,...   4,invoker,8,4,10,292,553,497,2040757034,Dire,RADIANT,-51.38
12207,HGT.<U+77F3><U+5934>.douy,beastmaster,1,4,9,124,264,259,2040757034,Dire,RADIANT,-51.38
12208,James,spirit_breaker,1,13,13,5,176,195,2040757034,Dire,RADIANT,-51.38
12209,erkeerke,ancient_apparition,6,4,7,25,256,211,2040757034,Dire,RADIANT,-51.38
12210,xll,phantom_lancer,2,4,9,327,508,549,2040757034,Dire,RADIANT,-51.38
12211,Inflame,invoker,6,3,9,290,495,525,2040714804,Radiant,RADIANT,6.99
12212,June,venomancer,1,10,10,182,347,328,2040714804,Radiant,RADIANT,6.99
12213,cola,spirit_breaker,0,8,15,52,252,270,2040714804,Radiant,RADIANT,6.99
12214,<U+4F60><U+597D>,chaos_knight,11,4,7,294,546,486,2040714804,Radiant,RADIANT,6.99
12215,demons,lina,6,3,14,81,322,337,2040714804,Radiant,RADIANT,6.99
12216,RS Super,oracle,7,2,12,57,252,271,2040714804,Dire,RADIANT,-6.99
12217,xdd,night_stalker,5,5,10,86,269,336,2040714804,Dire,RADIANT,-6.99
12218,Ferrari_430,templar_assassin,3,3,10,321,502,551,2040714804,Dire,RADIANT,-6.99
12219,Luo,doom_bringer,4,6,11,126,339,362,2040714804,Dire,RADIANT,-6.99
12220,Rabbit,vengefulspirit,8,8,14,258,422,457,2040714804,Dire,RADIANT,-6.99
12221,erkeerke,dazzle,1,2,4,20,155,117,2040634000,Radiant,DIRE,-70.38
12222,HGT.<U+77F3><U+5934>.douy,beastmaster,4,5,2,94,285,284,2040634000,Radiant,DIRE,-70.38
12223,...   4,invoker,1,5,6,212,455,427,2040634000,Radiant,DIRE,-70.38
12224,James,witch_doctor,3,5,5,44,216,174,2040634000,Radiant,DIRE,-70.38
12225,xll,drow_ranger,0,6,4,265,434,442,2040634000,Radiant,DIRE,-70.38
12226,Q,visage,2,3,9,69,269,322,2040634000,Dire,DIRE,70.38
12227,xZ,axe,9,2,6,182,425,485,2040634000,Dire,DIRE,70.38
12228,Garder,earth_spirit,1,2,11,41,260,365,2040634000,Dire,DIRE,70.38
12229,ShiKi,templar_assassin,7,0,10,263,622,700,2040634000,Dire,DIRE,70.38
12230,Agressif,gyrocopter,4,2,10,316,617,601,2040634000,Dire,DIRE,70.38
12231,RS Super,oracle,7,7,5,44,219,228,2040545523,Radiant,DIRE,-7.58
12232,Luo,faceless_void,1,9,7,240,325,391,2040545523,Radiant,DIRE,-7.58
12233,Ferrari_430,dragon_knight,5,4,13,363,445,501,2040545523,Radiant,DIRE,-7.58
12234,Rabbit,gyrocopter,8,6,11,721,732,501,2040545523,Radiant,DIRE,-7.58
12235,xdd,earth_spirit,3,8,14,26,203,266,2040545523,Radiant,DIRE,-7.58
12236,<U+4F60><U+597D>,terrorblade,14,5,13,557,637,501,2040545523,Dire,DIRE,7.58
12237,June,tidehunter,3,6,24,216,372,458,2040545523,Dire,DIRE,7.58
12238,cola,witch_doctor,4,4,20,100,280,327,2040545523,Dire,DIRE,7.58
12239,Inflame,invoker,10,3,18,425,538,505,2040545523,Dire,DIRE,7.58
12240,demons,spirit_breaker,3,6,20,69,268,380,2040545523,Dire,DIRE,7.58
12241,Agressif,ursa,1,7,2,128,333,326,2040539666,Radiant,DIRE,-40.02
12242,xZ,broodmother,1,2,2,177,434,447,2040539666,Radiant,DIRE,-40.02
12243,Garder,earth_spirit,1,2,4,37,198,194,2040539666,Radiant,DIRE,-40.02
12244,ShiKi,queenofpain,3,5,1,151,371,372,2040539666,Radiant,DIRE,-40.02
12245,Q,witch_doctor,0,7,3,67,220,202,2040539666,Radiant,DIRE,-40.02
12246,...   4,templar_assassin,4,1,8,229,614,609,2040539666,Dire,DIRE,40.02
12247,HGT.<U+77F3><U+5934>.douy,slardar,3,1,15,144,442,586,2040539666,Dire,DIRE,40.02
12248,erkeerke,disruptor,4,1,11,15,265,314,2040539666,Dire,DIRE,40.02
12249,xll,gyrocopter,10,0,7,301,668,681,2040539666,Dire,DIRE,40.02
12250,James,night_stalker,1,3,9,31,269,304,2040539666,Dire,DIRE,40.02
12251,Smash,sand_king,2,12,19,72,321,339,2040255736,Radiant,DIRE,-38.24
12252,Fex,pudge,2,9,10,66,309,345,2040255736,Radiant,DIRE,-38.24
12253,Iwo,ursa,6,5,11,111,393,419,2040255736,Radiant,DIRE,-38.24
12254,vanN,mirana,7,5,6,123,417,424,2040255736,Radiant,DIRE,-38.24
12255,stingeR,bane,8,5,8,15,256,213,2040255736,Radiant,DIRE,-38.24
12256,Slayer,invoker,5,5,13,79,371,359,2040255736,Dire,DIRE,38.24
12257,Loomdun,vengefulspirit,4,8,8,26,282,302,2040255736,Dire,DIRE,38.24
12258,Sovereign,abaddon,7,5,11,91,438,464,2040255736,Dire,DIRE,38.24
12259,fROZEN  3,ogre_magi,7,6,13,16,324,395,2040255736,Dire,DIRE,38.24
12260,BananaSlamJamma,terrorblade,8,3,11,260,664,645,2040255736,Dire,DIRE,38.24
12261,mistico,bane,2,6,8,20,224,248,2040157946,Radiant,DIRE,-53.38
12262,Smash,zuus,2,5,4,73,262,244,2040157946,Radiant,DIRE,-53.38
12263,Fex,ancient_apparition,2,6,2,16,171,154,2040157946,Radiant,DIRE,-53.38
12264,vanN,tiny,4,4,9,105,351,365,2040157946,Radiant,DIRE,-53.38
12265,Iwo,phantom_assassin,5,6,4,107,371,382,2040157946,Radiant,DIRE,-53.38
12266,Slayer,invoker,3,2,13,95,450,390,2040157946,Dire,DIRE,53.38
12267,Loomdun,witch_doctor,1,3,7,25,296,297,2040157946,Dire,DIRE,53.38
12268,Sovereign,abaddon,3,3,12,101,450,438,2040157946,Dire,DIRE,53.38
12269,fROZEN  3,ogre_magi,4,5,12,29,356,351,2040157946,Dire,DIRE,53.38
12270,BananaSlamJamma,ursa,16,2,4,175,683,580,2040157946,Dire,DIRE,53.38
12271,HGT.<U+77F3><U+5934>.douy,beastmaster,4,5,10,72,370,294,2040099956,Radiant,RADIANT,55.7
12272,...   4,invoker,6,1,12,209,585,496,2040099956,Radiant,RADIANT,55.7
12273,erkeerke,dazzle,1,3,5,35,310,219,2040099956,Radiant,RADIANT,55.7
12274,James,vengefulspirit,4,3,13,27,338,288,2040099956,Radiant,RADIANT,55.7
12275,xll,drow_ranger,3,2,8,240,641,480,2040099956,Radiant,RADIANT,55.7
12276,yCyK,zuus,2,5,9,201,388,391,2040099956,Dire,RADIANT,-55.7
12277,D9 blAckz,bristleback,2,4,3,203,432,416,2040099956,Dire,RADIANT,-55.7
12278,12   6,batrider,1,5,6,110,297,306,2040099956,Dire,RADIANT,-55.7
12279,<U+8702><U+871C><U+9E21><U+7FC5>,lion,4,4,6,34,293,302,2040099956,Dire,RADIANT,-55.7
12280,<U+6211><U+60F3><U+4F60><U+5417><U+6BD4>,undying,5,3,6,36,288,276,2040099956,Dire,RADIANT,-55.7
12281,ZTOKCOPPER,wisp,2,9,5,35,205,222,2040077684,Radiant,DIRE,-18.66
12282,Dark Konoha,gyrocopter,1,8,10,153,404,383,2040077684,Radiant,DIRE,-18.66
12283,uG.Greedy 2,batrider,8,3,6,174,456,493,2040077684,Radiant,DIRE,-18.66
12284,4head elegiggle,razor,3,3,3,213,513,551,2040077684,Radiant,DIRE,-18.66
12285,Accel,witch_doctor,1,5,9,15,201,216,2040077684,Radiant,DIRE,-18.66
12286,1437,disruptor,4,4,14,20,284,282,2040077684,Dire,DIRE,18.66
12287,TC,phantom_lancer,10,1,10,184,567,614,2040077684,Dire,DIRE,18.66
12288,YawaR,invoker,7,3,11,149,534,533,2040077684,Dire,DIRE,18.66
12289,BuLba,beastmaster,3,3,9,133,447,473,2040077684,Dire,DIRE,18.66
12290,Aui_2000,chen,4,5,12,131,409,306,2040077684,Dire,DIRE,18.66
12291,ZTOKCOPPER,enigma,2,3,1,73,290,283,2040031687,Radiant,DIRE,-23.03
12292,Dark Konoha,nevermore,1,9,0,82,343,301,2040031687,Radiant,DIRE,-23.03
12293,uG.Greedy 2,sand_king,0,4,2,36,200,231,2040031687,Radiant,DIRE,-23.03
12294,4head elegiggle,ember_spirit,0,4,1,104,368,319,2040031687,Radiant,DIRE,-23.03
12295,wwww,crystal_maiden,0,5,2,7,176,142,2040031687,Radiant,DIRE,-23.03
12296,1437,oracle,4,0,4,54,459,418,2040031687,Dire,DIRE,23.03
12297,TC,ursa,7,0,4,118,606,631,2040031687,Dire,DIRE,23.03
12298,YawaR,invoker,4,1,9,120,625,545,2040031687,Dire,DIRE,23.03
12299,Aui_2000,bounty_hunter,6,1,5,13,445,276,2040031687,Dire,DIRE,23.03
12300,BuLba,beastmaster,4,1,5,89,459,402,2040031687,Dire,DIRE,23.03
12301,swindlemelonzz,slardar,0,2,6,94,378,384,2039941380,Radiant,RADIANT,9.53
12302,Limmp,templar_assassin,15,1,4,196,733,804,2039941380,Radiant,RADIANT,9.53
12303,Chessie 2,gyrocopter,8,2,5,213,678,570,2039941380,Radiant,RADIANT,9.53
12304,Zfreek,tusk,5,2,9,12,341,364,2039941380,Radiant,RADIANT,9.53
12305,Handsken,rubick,2,4,16,33,371,351,2039941380,Radiant,RADIANT,9.53
12306,FlyingZebra,ancient_apparition,1,6,3,19,235,192,2039941380,Dire,RADIANT,-9.53
12307,bcp.Newsham,witch_doctor,4,6,3,25,280,293,2039941380,Dire,RADIANT,-9.53
12308,Shiibbyy,lina,4,7,1,113,371,372,2039941380,Dire,RADIANT,-9.53
12309,Zyzz,antimage,0,6,4,254,485,419,2039941380,Dire,RADIANT,-9.53
12310,Jenkins,tiny,2,5,3,83,297,329,2039941380,Dire,RADIANT,-9.53
12311,FlyingZebra,rubick,4,3,3,59,248,222,2039883712,Radiant,DIRE,-10.64
12312,Shiibbyy,invoker,1,5,5,131,373,345,2039883712,Radiant,DIRE,-10.64
12313,bcp.Newsham,earth_spirit,1,4,5,25,185,175,2039883712,Radiant,DIRE,-10.64
12314,Jenkins,broodmother,1,6,4,179,367,362,2039883712,Radiant,DIRE,-10.64
12315,Zyzz,gyrocopter,4,4,4,303,560,530,2039883712,Radiant,DIRE,-10.64
12316,swindlemelonzz,earthshaker,4,6,7,283,472,546,2039883712,Dire,DIRE,10.64
12317,Limmp,queenofpain,8,1,5,296,583,586,2039883712,Dire,DIRE,10.64
12318,Chessie 2,lycan,3,1,7,231,575,609,2039883712,Dire,DIRE,10.64
12319,Zfreek,ancient_apparition,5,1,4,73,308,283,2039883712,Dire,DIRE,10.64
12320,Handsken,skeleton_king,2,4,7,112,417,423,2039883712,Dire,DIRE,10.64
12321,gorec 2,lich,6,6,9,51,269,338,2039724868,Radiant,DIRE,-45.33
12322,ARTES,slardar,8,4,10,147,443,483,2039724868,Radiant,DIRE,-45.33
12323,Scandal,razor,7,9,8,227,450,460,2039724868,Radiant,DIRE,-45.33
12324,PSM,dazzle,3,6,9,51,263,282,2039724868,Radiant,DIRE,-45.33
12325,ALEERIRA,life_stealer,3,4,12,200,427,512,2039724868,Radiant,DIRE,-45.33
12326,pwN,dark_seer,1,3,17,199,433,445,2039724868,Dire,DIRE,45.33
12327,GiGA,shadow_shaman,7,8,13,98,381,358,2039724868,Dire,DIRE,45.33
12328,Gedrox,ember_spirit,13,7,5,281,622,642,2039724868,Dire,DIRE,45.33
12329,Master.GH,magnataur,1,4,20,214,464,614,2039724868,Dire,DIRE,45.33
12330,Zetto,bane,6,6,10,19,308,278,2039724868,Dire,DIRE,45.33
12331,pwN,slardar,13,10,15,58,426,563,2039639417,Radiant,RADIANT,63.18
12332,GiGA,shadow_shaman,7,10,26,98,389,459,2039639417,Radiant,RADIANT,63.18
12333,Master.GH,magnataur,17,3,22,146,534,759,2039639417,Radiant,RADIANT,63.18
12334,Gedrox,phantom_lancer,4,7,15,191,463,452,2039639417,Radiant,RADIANT,63.18
12335,Zetto,bane,7,11,14,21,315,357,2039639417,Radiant,RADIANT,63.18
12336,gorec 2,vengefulspirit,7,13,18,49,280,263,2039639417,Dire,RADIANT,-63.18
12337,ARTES,skeleton_king,6,6,14,148,414,585,2039639417,Dire,RADIANT,-63.18
12338,Scandal,queenofpain,13,11,13,166,463,484,2039639417,Dire,RADIANT,-63.18
12339,PSM,silencer,7,11,19,23,228,208,2039639417,Dire,RADIANT,-63.18
12340,ALEERIRA,earthshaker,7,8,11,79,322,383,2039639417,Dire,RADIANT,-63.18
12341,gorec 2,rubick,12,6,18,39,416,535,2039548932,Radiant,RADIANT,51.25
12342,ARTES,spectre,4,5,22,127,444,544,2039548932,Radiant,RADIANT,51.25
12343,Scandal,invoker,16,1,16,152,620,799,2039548932,Radiant,RADIANT,51.25
12344,PSM,ancient_apparition,10,7,21,30,356,372,2039548932,Radiant,RADIANT,51.25
12345,ALEERIRA,earthshaker,4,6,20,36,317,404,2039548932,Radiant,RADIANT,51.25
12346,pwN,slardar,6,12,13,37,331,364,2039548932,Dire,RADIANT,-51.25
12347,GiGA,jakiro,5,9,10,64,347,356,2039548932,Dire,RADIANT,-51.25
12348,Gedrox,vengefulspirit,4,9,6,127,390,394,2039548932,Dire,RADIANT,-51.25
12349,AT THE SPEED OF,zuus,7,7,6,112,416,465,2039548932,Dire,RADIANT,-51.25
12350,Zetto,shadow_shaman,1,11,4,37,209,201,2039548932,Dire,RADIANT,-51.25
12351,eskillz,death_prophet,5,5,6,97,368,394,2038915576,Radiant,DIRE,-13.45
12352,SteffStyle,sand_king,4,5,6,51,264,259,2038915576,Radiant,DIRE,-13.45
12353,Lecat,rubick,1,4,8,18,190,189,2038915576,Radiant,DIRE,-13.45
12354,Ash 2,gyrocopter,5,3,7,115,383,361,2038915576,Radiant,DIRE,-13.45
12355,okye,beastmaster,2,6,9,91,284,293,2038915576,Radiant,DIRE,-13.45
12356,sQreen,bane,1,7,6,35,308,293,2038915576,Dire,DIRE,13.45
12357,Illidan,drow_ranger,6,4,10,158,593,512,2038915576,Dire,DIRE,13.45
12358,yoky,doom_bringer,3,1,7,124,496,433,2038915576,Dire,DIRE,13.45
12359,KingR,dazzle,2,3,3,30,292,271,2038915576,Dire,DIRE,13.45
12360,GeneRaL 2,invoker,10,3,6,138,573,527,2038915576,Dire,DIRE,13.45
12361,sQreen,undying,5,10,22,39,287,317,2038719253,Radiant,RADIANT,15.7
12362,Illidan,tiny,17,10,14,414,698,598,2038719253,Radiant,RADIANT,15.7
12363,yoky,nyx_assassin,5,7,22,121,384,521,2038719253,Radiant,RADIANT,15.7
12364,KingR,wisp,7,12,14,25,270,333,2038719253,Radiant,RADIANT,15.7
12365,zxc,puck,5,6,14,249,454,529,2038719253,Radiant,RADIANT,15.7
12366,eskillz,invoker,9,11,24,238,463,434,2038719253,Dire,RADIANT,-15.7
12367,okye,dark_seer,11,10,18,252,416,441,2038719253,Dire,RADIANT,-15.7
12368,Lecat,rubick,10,7,22,79,330,397,2038719253,Dire,RADIANT,-15.7
12369,Ash 2,queenofpain,9,5,22,215,422,578,2038719253,Dire,RADIANT,-15.7
12370,SteffStyle,tusk,5,8,26,53,279,359,2038719253,Dire,RADIANT,-15.7
12371,<U+4F60><U+597D>,slark,7,0,9,108,479,497,2038072220,Radiant,RADIANT,15.4
12372,June,batrider,7,0,8,87,459,496,2038072220,Radiant,RADIANT,15.4
12373,Inflame,abaddon,5,3,12,78,450,505,2038072220,Radiant,RADIANT,15.4
12374,cola,dazzle,2,3,5,40,270,275,2038072220,Radiant,RADIANT,15.4
12375,demons,lion,3,3,8,16,257,278,2038072220,Radiant,RADIANT,15.4
12376,erkeerke,disruptor,1,5,2,13,174,190,2038072220,Dire,RADIANT,-15.4
12377,HGT.<U+77F3><U+5934>.douy,spirit_breaker,2,4,2,42,271,283,2038072220,Dire,RADIANT,-15.4
12378,James,undying,2,6,3,15,195,153,2038072220,Dire,RADIANT,-15.4
12379,xll,gyrocopter,2,4,2,121,415,342,2038072220,Dire,RADIANT,-15.4
12380,...   4,queenofpain,1,5,4,81,325,310,2038072220,Dire,RADIANT,-15.4
12381,...   4,gyrocopter,9,5,7,172,528,577,2037968425,Radiant,DIRE,-18.36
12382,HGT.<U+77F3><U+5934>.douy,dark_seer,2,6,12,121,328,331,2037968425,Radiant,DIRE,-18.36
12383,erkeerke,disruptor,1,7,11,29,210,249,2037968425,Radiant,DIRE,-18.36
12384,James,vengefulspirit,3,8,11,37,296,348,2037968425,Radiant,DIRE,-18.36
12385,xll,drow_ranger,4,6,4,171,472,524,2037968425,Radiant,DIRE,-18.36
12386,<U+4F60><U+597D>,terrorblade,4,3,18,205,643,627,2037968425,Dire,DIRE,18.36
12387,cola,dazzle,4,5,10,27,335,285,2037968425,Dire,DIRE,18.36
12388,June,furion,9,4,15,134,565,558,2037968425,Dire,DIRE,18.36
12389,Inflame,venomancer,12,4,11,130,592,460,2037968425,Dire,DIRE,18.36
12390,demons,earthshaker,3,3,20,38,358,362,2037968425,Dire,DIRE,18.36
12391,yCyK,nevermore,1,6,4,117,385,377,2037868358,Radiant,DIRE,-23.35
12392,<U+8702><U+871C><U+9E21><U+7FC5>,visage,1,4,2,36,241,209,2037868358,Radiant,DIRE,-23.35
12393,12   6,nyx_assassin,0,8,3,14,177,186,2037868358,Radiant,DIRE,-23.35
12394,D9 blAckz,juggernaut,2,4,2,188,528,509,2037868358,Radiant,DIRE,-23.35
12395,<U+6211><U+60F3><U+4F60><U+5417><U+6BD4>,oracle,3,4,2,14,252,228,2037868358,Radiant,DIRE,-23.35
12396,<U+4F60><U+597D>,life_stealer,11,2,6,91,553,451,2037868358,Dire,DIRE,23.35
12397,June,jakiro,3,1,10,55,373,371,2037868358,Dire,DIRE,23.35
12398,cola,lion,3,2,12,32,367,316,2037868358,Dire,DIRE,23.35
12399,Inflame,invoker,5,1,11,132,568,482,2037868358,Dire,DIRE,23.35
12400,demons,undying,4,1,16,19,366,343,2037868358,Dire,DIRE,23.35
12401,<U+4F60><U+597D>,gyrocopter,5,10,20,194,458,392,2037776812,Radiant,RADIANT,30.11
12402,Inflame,bristleback,12,2,12,192,571,638,2037776812,Radiant,RADIANT,30.11
12403,cola,dazzle,2,6,11,43,299,232,2037776812,Radiant,RADIANT,30.11
12404,June,rattletrap,12,2,15,74,459,487,2037776812,Radiant,RADIANT,30.11
12405,demons,jakiro,3,4,21,45,349,350,2037776812,Radiant,RADIANT,30.11
12406,<U+8702><U+871C><U+9E21><U+7FC5>,earth_spirit,4,5,14,35,274,336,2037776812,Dire,RADIANT,-30.11
12407,yCyK,dragon_knight,4,8,8,141,361,375,2037776812,Dire,RADIANT,-30.11
12408,12   6,zuus,2,8,15,92,307,322,2037776812,Dire,RADIANT,-30.11
12409,<U+6211><U+60F3><U+4F60><U+5417><U+6BD4>,undying,7,7,12,29,243,176,2037776812,Dire,RADIANT,-30.11
12410,D9 blAckz,clinkz,6,7,8,231,498,498,2037776812,Dire,RADIANT,-30.11
12411,FlyingZebra,wisp,2,14,9,11,202,176,2037552237,Radiant,DIRE,-47.84
12412,Shiibbyy,dragon_knight,4,5,7,84,357,354,2037552237,Radiant,DIRE,-47.84
12413,bcp.Newsham,tusk,0,7,8,21,205,209,2037552237,Radiant,DIRE,-47.84
12414,Zyzz,tiny,6,6,7,123,429,350,2037552237,Radiant,DIRE,-47.84
12415,Jenkins,earthshaker,8,6,6,58,459,507,2037552237,Radiant,DIRE,-47.84
12416,mistico,dazzle,6,6,10,21,393,325,2037552237,Dire,DIRE,47.84
12417,Smash,queenofpain,13,2,14,104,607,537,2037552237,Dire,DIRE,47.84
12418,Masoku,crystal_maiden,3,6,22,25,412,352,2037552237,Dire,DIRE,47.84
12419,Fex,lycan,11,2,7,138,673,650,2037552237,Dire,DIRE,47.84
12420,Iwo,phantom_lancer,3,4,22,88,503,369,2037552237,Dire,DIRE,47.84
12421,mistico,tusk,0,7,2,59,220,236,2037490047,Radiant,DIRE,-71.23
12422,Smash,dragon_knight,3,3,0,185,483,402,2037490047,Radiant,DIRE,-71.23
12423,Fex,spirit_breaker,1,9,0,53,217,229,2037490047,Radiant,DIRE,-71.23
12424,Masoku,dazzle,0,4,1,9,142,160,2037490047,Radiant,DIRE,-71.23
12425,Iwo,vengefulspirit,0,7,0,137,326,277,2037490047,Radiant,DIRE,-71.23
12426,FlyingZebra,witch_doctor,8,2,17,36,388,388,2037490047,Dire,DIRE,71.23
12427,bcp.Newsham,earth_spirit,4,0,18,51,347,345,2037490047,Dire,DIRE,71.23
12428,Zyzz,gyrocopter,5,0,15,258,689,579,2037490047,Dire,DIRE,71.23
12429,Shiibbyy,invoker,4,0,14,179,579,547,2037490047,Dire,DIRE,71.23
12430,Jenkins,pudge,8,3,13,26,349,382,2037490047,Dire,DIRE,71.23
12431,Slayer,ember_spirit,3,6,1,108,327,332,2037389172,Radiant,DIRE,-49.67
12432,Loomdun,vengefulspirit,0,7,5,10,172,134,2037389172,Radiant,DIRE,-49.67
12433,Sovereign,dark_seer,1,3,1,115,333,254,2037389172,Radiant,DIRE,-49.67
12434,fROZEN  3,night_stalker,1,3,2,28,199,205,2037389172,Radiant,DIRE,-49.67
12435,BananaSlamJamma,slark,0,3,2,132,348,402,2037389172,Radiant,DIRE,-49.67
12436,1437,witch_doctor,3,1,8,35,373,310,2037389172,Dire,DIRE,49.67
12437,TC,luna,4,1,11,124,535,494,2037389172,Dire,DIRE,49.67
12438,YawaR,dragon_knight,6,2,9,153,602,479,2037389172,Dire,DIRE,49.67
12439,Aui_2000,chen,4,0,9,95,462,324,2037389172,Dire,DIRE,49.67
12440,BuLba,nyx_assassin,5,1,10,66,446,418,2037389172,Dire,DIRE,49.67
12441,1437,oracle,7,5,10,30,238,223,2037339784,Radiant,DIRE,-69.21
12442,TC,dragon_knight,4,6,10,183,394,397,2037339784,Radiant,DIRE,-69.21
12443,Aui_2000,shadow_shaman,5,4,11,72,297,313,2037339784,Radiant,DIRE,-69.21
12444,YawaR,morphling,2,3,12,228,454,439,2037339784,Radiant,DIRE,-69.21
12445,BuLba,tidehunter,1,4,12,125,332,374,2037339784,Radiant,DIRE,-69.21
12446,Slayer,ember_spirit,6,1,11,224,522,553,2037339784,Dire,DIRE,69.21
12447,Sovereign,abaddon,5,5,10,106,364,369,2037339784,Dire,DIRE,69.21
12448,Loomdun,witch_doctor,2,5,14,36,289,258,2037339784,Dire,DIRE,69.21
12449,fROZEN  3,ogre_magi,0,5,14,16,241,270,2037339784,Dire,DIRE,69.21
12450,BananaSlamJamma,sniper,9,3,8,322,661,502,2037339784,Dire,DIRE,69.21
12451,Milan,vengefulspirit,3,5,14,35,314,308,2036324527,Radiant,RADIANT,41.3
12452,Okay,templar_assassin,10,2,5,258,680,729,2036324527,Radiant,RADIANT,41.3
12453,zeroji,dazzle,3,5,8,60,324,303,2036324527,Radiant,RADIANT,41.3
12454,lord of the 4ks,lone_druid,7,0,7,202,561,572,2036324527,Radiant,RADIANT,41.3
12455,Mitch,slardar,8,3,11,114,478,494,2036324527,Radiant,RADIANT,41.3
12456,Cleave.MeTTpuM,ancient_apparition,1,5,8,19,208,225,2036324527,Dire,RADIANT,-41.3
12457,TpoH 2,broodmother,3,9,5,137,330,277,2036324527,Dire,RADIANT,-41.3
12458,sunsvet,lina,8,6,2,214,505,519,2036324527,Dire,RADIANT,-41.3
12459,VANSKOR,earth_spirit,1,5,10,21,211,245,2036324527,Dire,RADIANT,-41.3
12460,ARCPR.jackal,gyrocopter,2,6,11,214,480,503,2036324527,Dire,RADIANT,-41.3
12461,Cleave.MeTTpuM,dazzle,2,7,2,41,209,217,2036178173,Radiant,DIRE,-57.78
12462,sunsvet,invoker,2,1,4,192,514,491,2036178173,Radiant,DIRE,-57.78
12463,TpoH 2,dark_seer,1,7,2,129,332,295,2036178173,Radiant,DIRE,-57.78
12464,VANSKOR,oracle,2,4,3,33,207,174,2036178173,Radiant,DIRE,-57.78
12465,ARCPR.jackal,skeleton_king,2,4,4,172,456,425,2036178173,Radiant,DIRE,-57.78
12466,Milan,bane,2,3,10,20,292,299,2036178173,Dire,DIRE,57.78
12467,Okay,nevermore,12,0,6,248,707,657,2036178173,Dire,DIRE,57.78
12468,zeroji,silencer,3,2,5,63,356,306,2036178173,Dire,DIRE,57.78
12469,lord of the 4ks,slardar,1,3,9,54,346,358,2036178173,Dire,DIRE,57.78
12470,Mitch,vengefulspirit,4,1,7,193,582,510,2036178173,Dire,DIRE,57.78
12471,FlyingZebra,dazzle,1,4,3,64,231,245,2034987932,Radiant,DIRE,-51.81
12472,Shiibbyy,windrunner,5,2,3,229,481,510,2034987932,Radiant,DIRE,-51.81
12473,bcp.Newsham,earth_spirit,0,7,7,60,225,249,2034987932,Radiant,DIRE,-51.81
12474,Zyzz,juggernaut,4,5,2,343,579,608,2034987932,Radiant,DIRE,-51.81
12475,Jenkins,doom_bringer,1,8,1,130,346,302,2034987932,Radiant,DIRE,-51.81
12476,Slayer,dragon_knight,3,2,12,220,486,565,2034987932,Dire,DIRE,51.81
12477,Loomdun,witch_doctor,4,4,14,57,306,330,2034987932,Dire,DIRE,51.81
12478,fROZEN  3,night_stalker,4,0,11,113,404,524,2034987932,Dire,DIRE,51.81
12479,Sovereign,dark_seer,6,3,15,186,459,476,2034987932,Dire,DIRE,51.81
12480,BananaSlamJamma,ursa,7,2,14,288,658,817,2034987932,Dire,DIRE,51.81
12481,Slayer,invoker,8,3,10,202,577,605,2034927194,Radiant,RADIANT,70.85
12482,Loomdun,witch_doctor,3,6,11,40,303,253,2034927194,Radiant,RADIANT,70.85
12483,fROZEN  3,ogre_magi,5,4,12,26,327,317,2034927194,Radiant,RADIANT,70.85
12484,Sovereign,abaddon,1,4,14,109,389,345,2034927194,Radiant,RADIANT,70.85
12485,BananaSlamJamma,terrorblade,7,4,12,353,756,710,2034927194,Radiant,RADIANT,70.85
12486,FlyingZebra,tusk,2,6,11,60,292,278,2034927194,Dire,RADIANT,-70.85
12487,Shiibbyy,templar_assassin,9,4,4,223,572,649,2034927194,Dire,RADIANT,-70.85
12488,bcp.Newsham,earth_spirit,1,5,13,52,250,289,2034927194,Dire,RADIANT,-70.85
12489,Zyzz,juggernaut,3,5,5,277,563,588,2034927194,Dire,RADIANT,-70.85
12490,Jenkins,pudge,5,6,5,58,293,348,2034927194,Dire,RADIANT,-70.85
12491,swindlemelonzz,jakiro,6,6,14,207,471,509,2034834217,Radiant,RADIANT,8.75
12492,Limmp,tiny,13,3,14,340,725,646,2034834217,Radiant,RADIANT,8.75
12493,Chessie 2,brewmaster,7,5,9,127,437,482,2034834217,Radiant,RADIANT,8.75
12494,Zfreek,ogre_magi,3,8,12,25,277,298,2034834217,Radiant,RADIANT,8.75
12495,Handsken,wisp,2,7,12,16,254,315,2034834217,Radiant,RADIANT,8.75
12496,fROZEN  3,tusk,3,12,14,29,213,255,2034834217,Dire,RADIANT,-8.75
12497,Loomdun,dazzle,4,5,9,26,239,335,2034834217,Dire,RADIANT,-8.75
12498,Sovereign,dark_seer,3,1,9,205,384,395,2034834217,Dire,RADIANT,-8.75
12499,Slayer,lina,6,7,9,181,423,462,2034834217,Dire,RADIANT,-8.75
12500,BananaSlamJamma,ursa,13,6,8,179,479,532,2034834217,Dire,RADIANT,-8.75
